序号,汉字,拆解,细节说明,初检,拆几个
4113,莒,艹，吕,,ok,2
4114,茼,艹，同,,ok,2
4115,茴,艹，回,,ok,2
4116,茱,艹，朱,,ok,2
4117,莛,艹，廷,,ok,2
4118,荞,艹，乔,,ok,2
4119,茯,艹，伏,,ok,2
4120,荏,艹，任,,ok,2
4121,荇,艹，行,,ok,2
4122,荃,艹，全,,ok,2
4123,荟,艹，会,,ok,2
4124,荀,艹，旬,,ok,2
4125,茗,艹，名,,ok,2
4126,荠,艹，齐,,ok,2
4127,茭,艹，交,,ok,2
4128,茨,艹，次,,ok,2
4129,垩,亚，土,,ok,2
4130,荥（滎）,𤇾，水,,古,2
4131,荦（犖）,𤇾，牛,,古,2
4132,荨,艹，寻,,ok,2
4133,荩,艹，尽,,ok,2
4134,剋,克，刂,,ok,2
4135,荪,艹，孙,,ok,2
4136,茹,艹，如,,ok,2
4137,荬,艹，买,,ok,2
4138,荮,艹，纣,,ok,2
4139,柰,木，示,,ok,2
4140,栉,木，节,,ok,2
4141,柯,木，可,,ok,2
4142,柘,木，石,,ok,2
4143,栊,木，龙,,ok,2
4144,柩,木，匚，久,,ok,3
4145,枰,木，平,,ok,2
4146,栌,木，卢,,ok,2
4147,柙,木，甲,,ok,2
4148,枵,木，号,,ok,2
4149,柚,木，由,,ok,2
4150,枳,木，只,,ok,2
4151,柞,木，乍,,ok,2
4152,柝,木，斥,,ok,2
4153,栀,木，卮,,ok,2
4154,柢,木，氐,,ok,2
4155,栎,木，乐,,ok,2
4156,枸,木，句,,ok,2
4157,柈,木，半,,ok,2
4158,柁,木，它,,ok,2
4159,枷,木，加,,ok,2
4160,柽,木，圣,,ok,2
4161,剌,束，刂,,ok,2
4162,酊,酉，丁,,ok,2
4163,郦,丽，阝,,ok,2
4164,甭,不，用,,ok,2
4165,砗,石，车,,ok,2
4166,砘,石，屯,,ok,2
4167,砒,石，比,,ok,2
4168,斫,石，斤,,ok,2
4169,砭,石，乏,,ok,2
4170,砜,石，风,,ok,2
4171,奎,大，圭,,ok,2
4172,耷,大，耳,,ok,2
4173,虺,兀，虫,,ok,2
4174,殂,歹，且,,ok,2
4175,殇（殤）,歹，𠂉，昜,,古,3
4176,殄,歹，㐱,,ok,2
4177,殆,歹，台,,ok,2
4178,轱,车，古,,ok,2
4179,轲,车，可,,ok,2
4180,轳,车，卢,,ok,2
4181,轶,车，失,,ok,2
4182,轸,车，㐱,,ok,2
4183,虿,万，虫,,ok,2
4184,毖,比，必,,ok,2
4185,觇,占，见,,ok,2
4186,尜,小，大，小,,ok,3
4187,哐,口，匡,,ok,2
4188,眄,目，丏,,ok,2
4189,眍,目，区,,ok,2
4190,𠳐,口，邦,,ok,2
4191,郢,呈，阝,,ok,2
4192,眇,目，少,,ok,2
4193,眊,目，毛,,ok,2
4194,眈,目，冘,,ok,2
4195,禺,禺,,ok,1
4196,哂,口，西,,ok,2
4197,咴,口，灰,,ok,2
4198,曷,日，匃,,ok,2
4199,昴,日，卯,,ok,2
4200,昱,日，立,,ok,2
4201,昵,日，尼,,ok,2
4202,咦,口，夷,,ok,2
4203,哓,口，尧,,ok,2
4204,哔,口，毕,,ok,2
4205,畎,田，犬,,ok,2
4206,毗,田，比,,ok,2
4207,呲,口，此,,ok,2
4208,胄,由，月,,ok,2
4209,畋,田，攵,,ok,2
4210,畈,田，反,,ok,2
4211,虼,虫，乞,,ok,2
4212,虻,虫，亡,,ok,2
4213,盅,中，皿,,ok,2
4214,咣,口，光,,ok,2
4215,哕,口，岁,,ok,2
4216,剐,呙，刂,,ok,2
4217,郧,员，阝,,ok,2
4218,咻,口，休,,ok,2
4219,囿,囗，有,,ok,2
4220,咿,口，伊,,ok,2
4221,哌,口，𠂢b,,变,2
4222,哙,口，会,,ok,2
4223,哚,口，朵,,ok,2
4224,咯,口，各,,ok,2
4225,咩,口，羊,,ok,2
4226,咤,口，宅,,ok,2
4227,哝,口，农,,ok,2
4228,哏,口，艮,,ok,2
4229,哞,口，牟,,ok,2
4230,峙,山，寺,,ok,2
4231,峣,山，尧,,ok,2
4232,罘,罒，不,,ok,2
4233,帧,巾，贞,,ok,2
4234,峒,山，同,,ok,2
4235,峤,山，乔,,ok,2
4236,峋,山，旬,,ok,2
4237,峥,山，争,,ok,2
4238,贶,贝，兄,,ok,2
4239,钚,钅，不,,ok,2
4240,钛,钅，太,,ok,2
4241,钡,钅，贝,,ok,2
4242,钣,钅，反,,ok,2
4243,钤,钅，今,,ok,2
4244,钨,钅，乌,,ok,2
4245,钫,钅，方,,ok,2
4246,钯,钅，巴,,ok,2
4247,氡,气，冬,,ok,2
4248,氟,气，弗,,ok,2
4249,牯,牜，古,,ok,2
4250,郜,告，阝,,ok,2
4251,秕,禾，比,,ok,2
4252,秭,禾，𠂔,,ok,2
4253,竽,⺮，于,,ok,2
4254,笈,⺮，及,,ok,2
4255,笃,⺮，马,,ok,2
4256,俦,亻，寿,,ok,2
4257,俨,亻，严,,ok,2
4258,俅,亻，求,,ok,2
4259,俪,亻，丽,,ok,2
4260,叟,叟,,ok,1
4261,垡,伐，土,,ok,2
4262,牮,代，牛,,ok,2
4263,俣,亻，吴,,ok,2
4264,俚,亻，里,,ok,2
4265,皈,白，反,,ok,2
4266,俑,亻，甬,,ok,2
4267,俟,亻，矣,,ok,2
4268,逅,后，辶,,ok,2
4269,徇,彳，旬,,ok,2
4270,徉,彳，羊,,ok,2
4271,舢,舟，山,,ok,2
4272,俞,俞,,ok,1
4273,郗,希，阝,,ok,2
4274,俎,仌，且,,ok,2
4275,郤,谷，阝,,ok,2
4276,爰,爫，一，友,,ok,3
4277,郛,孚，阝,,ok,2
4278,瓴,令，瓦,,ok,2
4279,胨,月，东,,ok,2
4280,胪,月，卢,,ok,2
4281,胛,月，甲,,ok,2
4282,胂,月，申,,ok,2
4283,胙,月，乍,,ok,2
4284,胍,月，瓜,,ok,2
4285,胗,月，㐱,,ok,2
4286,胝,月，氐,,ok,2
4287,朐,月，句,,ok,2
4288,胫（脛）,月，巠,,古,2
4289,鸨,匕，十，鸟,,ok,3
4290,匍,勹，甫,,ok,2
4291,狨,犭，戎,,ok,2
4292,狯,犭，会,,ok,2
4293,飑,风，包,,ok,2
4294,狩,犭，守,,ok,2
4295,狲,犭，孙,,ok,2
4296,訇,勹，言,,ok,2
4297,逄,夅，辶,,ok,2
4298,昝,处，日,,ok,2
4299,饷,饣，向,,ok,2
4300,饸,饣，合,,ok,2
4301,饹,饣，各,,ok,2
4302,胤,儿，幺，月,,ok,3
4303,孪,亦，子,,ok,2
4304,娈,亦，女,,ok,2
4305,弈,亦，廾,,ok,2
4306,奕,亦，大,,ok,2
4307,庥,广，休,,ok,2
4308,疬,疒，历,,ok,2
4309,疣,疒，尤,,ok,2
4310,疥,疒，介,,ok,2
4311,疭,疒，从,,ok,2
4312,庠,广，羊,,ok,2
4313,竑,立，厷,,ok,2
4314,彦,产，彡,,ok,2
4315,飒,立，风,,ok,2
4316,闼,门，达,,ok,2
4317,闾,门，吕,,ok,2
4318,闿,门，岂,,ok,2
4319,阂,门，亥,,ok,2
4320,羑,⺷，久,,ok,2
4321,迸,并，辶,,ok,2
4322,籼,米，山,,ok,2
4323,酋,酋,,ok,1
4324,炳,火，丙,,ok,2
4325,炻,火，石,,ok,2
4326,炽,火，只,,ok,2
4327,炯,火，冋,,ok,2
4328,烀,火，乎,,ok,2
4329,炷,火，主,,ok,2
4330,烃（烴）,火，巠,,古,2
4331,洱,氵，耳,,ok,2
4332,洹,氵，亘,,ok,2
4333,洧,氵，有,,ok,2
4334,洌,氵，列,,ok,2
4335,浃,氵，夹,,ok,2
4336,洇,氵，因,,ok,2
4337,洄,氵，回,,ok,2
4338,洙,氵，朱,,ok,2
4339,涎,氵，延,,ok,2
4340,洎,氵，自,,ok,2
4341,洫,氵，血,,ok,2
4342,浍,氵，会,,ok,2
4343,洮,氵，兆,,ok,2
4344,洵,氵，旬,,ok,2
4345,浒,氵，许,,ok,2
4346,浔,氵，寻,,ok,2
4347,浕,氵，尽,,ok,2
4348,洳,氵，如,,ok,2
4349,恸,忄，动,,ok,2
4350,恓,忄，西,,ok,2
4351,恹,忄，厌,,ok,2
4352,恫,忄，同,,ok,2
4353,恺,忄，岂,,ok,2
4354,恻,忄，则,,ok,2
4355,恂,忄，旬,,ok,2
4356,恪,忄，各,,ok,2
4357,恽,忄，军,,ok,2
4358,宥,宀，有,,ok,2
4359,扃,户，冋,,ok,2
4360,衲,衤，内,,ok,2
4361,衽,衤，壬,,ok,2
4362,衿,衤，今,,ok,2
4363,袂,衤，夬,,ok,2
4364,祛,礻，去,,ok,2
4365,祜,礻，古,,ok,2
4366,祓,礻，犮,,ok,2
4367,祚,礻，乍,,ok,2
4368,诮,讠，肖,,ok,2
4369,祗,礻，氐,,ok,2
4370,祢,礻，尔,,ok,2
4371,诰,讠，告,,ok,2
4372,诳,讠，狂,,ok,2
4373,鸩,冘，鸟,,ok,2
4374,昶,永，日,,ok,2
4375,郡,君，阝,,ok,2
4376,咫,尺，只,,ok,2
4377,弭,弓，耳,,ok,2
4378,牁,爿，可,,ok,2
4379,胥,疋，月,,ok,2
4380,陛,阝，比，土,,ok,3
4381,陟,阝，步,,ok,2
4382,娅,女，亚,,ok,2
4383,姮,女，亘,,ok,2
4384,娆,女，尧,,ok,2
4385,姝,女，朱,,ok,2
4386,姣,女，交,,ok,2
4387,姘,女，并,,ok,2
4388,姹,女，宅,,ok,2
4389,怼,对，心,,ok,2
4390,羿,羽，廾,,ok,2
4391,炱,台，火,,ok,2
4392,矜,矛，今,,ok,2
4393,绔,纟，夸,,ok,2
4394,骁,马，尧,,ok,2
4395,骅,马，华,,ok,2
4396,绗,纟，行,,ok,2
4397,绛,纟，夅,,ok,2
4398,骈,马，并,,ok,2
4399,耖,耒，少,,ok,2
4400,挈,丰，刀，手,,ok,3
4401,珥,王，耳,,ok,2
4402,珙,王，共,,ok,2
4403,顼,王，页,,ok,2
4404,珰,王，当,,ok,2
4405,珩,王，行,,ok,2
4406,珧,王，兆,,ok,2
4407,珣,王，旬,,ok,2
4408,珞,王，各,,ok,2
4409,琤,王，争,,ok,2
4410,珲,王，军,,ok,2
4411,敖,敖,,ok,1
4412,恚,圭，心,,ok,2
4413,埔,土，甫,,ok,2
4414,埕,土，呈,,ok,2
4415,埘,土，时,,ok,2
4416,埙,土，员,,ok,2
4417,埚,土，呙,,ok,2
4418,挹,扌，邑,,ok,2
4419,耆,老，日,,ok,2
4420,耄,老，毛,,ok,2
4421,埒,土，寽,,ok,2
4422,捋,扌，寽,,ok,2
4423,贽,执，贝,,ok,2
4424,垸,土，完,,ok,2
4425,捃,扌，君,,ok,2
4426,盍,去，皿,,ok,2
4427,荸,艹，孛,,ok,2
4428,莆,艹，甫,,ok,2
4429,莳,艹，时,,ok,2
4430,莴,艹，呙,,ok,2
4431,莪,艹，我,,ok,2
4432,莠,艹，秀,,ok,2
4433,莓,艹，每,,ok,2
4434,莜,艹，攸,,ok,2
4435,莅,艹，位,,ok,2
4436,荼,艹，余,,ok,2
4437,莩,艹，孚,,ok,2
4438,荽,艹，妥,,ok,2
4439,莸,艹，犹,,ok,2
4440,荻,艹，狄,,ok,2
4441,莘,艹，辛,,ok,2
4442,莎,艹，沙,,ok,2
4443,莞,艹，完,,ok,2
4444,莨,艹，良,,ok,2
4445,鸪,古，鸟,,ok,2
4446,莼,艹，纯,,ok,2
4447,栲,木，考,,ok,2
4448,栳,木，老,,ok,2
4449,郴,林，阝,,ok,2
4450,桓,木，亘,,ok,2
4451,桡,木，尧,,ok,2
4452,桎,木，至,,ok,2
4453,桢,木，贞,,ok,2
4454,桤,木，岂,,ok,2
4455,梃,木，廷,,ok,2
4456,栝,木，舌,,ok,2
4457,桕,木，臼,,ok,2
4458,桁,木，行,,ok,2
4459,桧,木，会,,ok,2
4460,桅,木，危,,ok,2
4461,栟,木，并,,ok,2
4462,桉,木，安,,ok,2
4463,栩,木，羽,,ok,2
4464,逑,求，辶,,ok,2
4465,逋,甫，辶,,ok,2
4466,彧,彧,,ok,1
4467,鬲,鬲,,ok,1
4468,豇,豆，工,,ok,2
4469,酐,酉，干,,ok,2
4470,逦,丽，辶,,ok,2
4471,厝,厂，昔,,ok,2
4472,孬,不，好,,ok,2
4473,砝,石，去,,ok,2
4474,砹,石，艾,,ok,2
4475,砺,石，厉,,ok,2
4476,砧,石，占,,ok,2
4477,砷,石，申,,ok,2
4478,砟,石，乍,,ok,2
4479,砼,石，仝,,ok,2
4480,砥,石，氐,,ok,2
4481,砣,石，它,,ok,2
4482,剞,奇，刂,,ok,2
4483,砻,龙，石,,ok,2
4484,轼,车，式,,ok,2
4485,轾,车，至,,ok,2
4486,辂,车，各,,ok,2
4487,鸫,东，鸟,,ok,2
4488,趸,万，足,,ok,2
4489,龀,齿，七,,ok,2
4490,鸬,卢，鸟,,ok,2
4491,虔,虍，文,,ok,2
4492,逍,肖，辶,,ok,2
4493,眬,目，龙,,ok,2
4494,唛,口，麦,,ok,2
4495,晟,日，成,,ok,2
4496,眩,目，玄,,ok,2
4497,眙,目，台,,ok,2
4498,哧,口，赤,,ok,2
4499,哽,口，更,,ok,2
4500,唔,口，吾,,ok,2
4501,晁,日，兆,,ok,2
4502,晏,日，安,,ok,2
4503,鸮,号，鸟,,ok,2
4504,趵,⻊，勺,,ok,2
4505,趿,⻊，及,,ok,2
4506,畛,田，㐱,,ok,2
4507,蚨,虫，夫,,ok,2
4508,蚜,虫，牙,,ok,2
4509,蚍,虫，比,,ok,2
4510,蚋,虫，内,,ok,2
4511,蚬,虫，见,,ok,2
4512,蚝,虫，毛,,ok,2
4513,蚧,虫，介,,ok,2
4514,唢,口，小b，贝,,变,3
4515,圄,囗，吾,,ok,2
4516,唣,口，皂,,ok,2
4517,唏,口，希,,ok,2
4518,盎,央，皿,,ok,2
4519,唑,口，坐,,ok,2
4520,崂,山，劳,,ok,2
4521,崃,山，来,,ok,2
4522,罡,罒，正,,ok,2
4523,罟,罒，古,,ok,2
4524,峪,山，谷,,ok,2
4525,觊,岂，见,,ok,2
4526,赅,贝，亥,,ok,2
4527,钰,钅，玉,,ok,2
4528,钲,钅，正,,ok,2
4529,钴,钅，古,,ok,2
4530,钵,钅，本,,ok,2
4531,钹,钅，犮,,ok,2
4532,钺,钅，戉,,ok,2
4533,钽,钅，旦,,ok,2
4534,钼,钅，目,,ok,2
4535,钿,钅，田,,ok,2
4536,铀,钅，由,,ok,2
4537,铂,钅，白,,ok,2
4538,铄,钅，乐,,ok,2
4539,铆,钅，卯,,ok,2
4540,铈,钅，市,,ok,2
4541,铉,钅，玄,,ok,2
4542,铊,钅，它,,ok,2
4543,铋,钅，必,,ok,2
4544,铌,钅，尼,,ok,2
4545,铍,钅，皮,,ok,2
4546,䥽,钅，发,,ok,2
4547,铎（鐸）,钅，睪,,ok,2
4548,氩,气，亚,,ok,2
4549,氤,气，因,,ok,2
4550,氦,气，亥,,ok,2
4551,毪,毛，牟,,ok,2
4552,舐,舌，氏,,ok,2
4553,秣,禾，末,,ok,2
4554,秫,禾，术,,ok,2
4555,盉,禾，皿,,ok,2
4556,笄,⺮，开,,ok,2
4557,笕,⺮，见,,ok,2
4558,笊,⺮，爪,,ok,2
4559,笏,⺮，勿,,ok,2
4560,笆,⺮，巴,,ok,2
4561,俸,亻，奉,,ok,2
4562,倩,亻，青,,ok,2
4563,俵,亻，表,,ok,2
4564,偌,亻，若,,ok,2
4565,俳,亻，非,,ok,2
4566,俶,亻，叔,,ok,2
4567,倬,亻，卓,,ok,2
4568,倏,亻，丨，夂，犬,,ok,4
4569,恁,任，心,,ok,2
4570,倭,亻，委,,ok,2
4571,倪,亻，兒,,ok,2
4572,俾,亻，卑,,ok,2
4573,倜,亻，周,,ok,2
4574,隼,隹，十,,ok,2
4575,隽,隹，乃,,ok,2
4576,倌,亻，官,,ok,2
4577,倥,亻，空,,ok,2
4578,臬,自，木,,ok,2
4579,皋,白，大，十,,ok,3
4580,郫,卑，阝,,ok,2
4581,倨,亻，居,,ok,2
4582,衄,血，丑,,ok,2
4583,颀,斤，页,,ok,2
4584,徕,彳，来,,ok,2
4585,舫,舟，方,,ok,2
4586,釜,父，金,,ok,2
4587,奚,爫，幺，大,,ok,3
4588,衾,今，衣,,ok,2
4589,胯,月，夸,,ok,2
4590,胱,月，光,,ok,2
4591,胴,月，同,,ok,2
4592,胭,月，因,,ok,2
4593,脍,月，会,,ok,2
4594,胼,月，并,,ok,2
4595,朕,月，关,,ok,2
4596,脒,月，米,,ok,2
4597,胺,月，安,,ok,2
4598,鸱,氐，鸟,,ok,2
4599,玺,尔，玉,,ok,2
4600,鸲,句，鸟,,ok,2
4601,狷,犭，肙,,ok,2
4602,猁,犭，利,,ok,2
4603,狳,犭，余,,ok,2
4604,猃,犭，佥,,ok,2
4605,狺,犭，言,,ok,2
4606,逖,狄，辶,,ok,2
4607,桀,舛，木,,ok,2
4608,袅,鸟，衣,,ok,2
4609,饽,饣，孛,,ok,2
4610,凇,冫，松,,ok,2
4611,栾（欒）,䜌，木,,ok,2
4612,挛（攣）,䜌，手,,ok,2
4613,亳,高s，乇,,省,2
4614,疳,疒，甘,,ok,2
4615,疴,疒，可,,ok,2
4616,疸,疒，旦,,ok,2
4617,疽,疒，且,,ok,2
4618,痈,疒，用,,ok,2
4619,疱,疒，包,,ok,2
4620,痂,疒，加,,ok,2
4621,痉（痙）,疒，巠,,古,2
4622,衮,衣，公,,ok,2
4623,凋,冫，周,,ok,2
4624,颃,亢，页,,ok,2
4625,恣,次，心,,ok,2
4626,旆,㫃，巿,,ok,2
4627,旄,㫃，毛,,ok,2
4628,旃,㫃，丹,,ok,2
4629,阃,门，困,,ok,2
4630,阄,门，龟,,ok,2
4631,訚,门，言,,ok,2
4632,阆,门，良,,ok,2
4633,恙,⺷，心,,ok,2
4634,粑,米，巴,,ok,2
4635,朔,屰，月,,ok,2
4636,郸,单，阝,,ok,2
4637,烜,火，亘,,ok,2
4638,烨,火，华,,ok,2
4639,烩,火，会,,ok,2
4640,烊,火，羊,,ok,2
4641,剡,炎，刂,,ok,2
4642,郯,炎，阝,,ok,2
4643,烬,火，尽,,ok,2
4644,涑,氵，束,,ok,2
4645,浯,氵，吾,,ok,2
4646,涞,氵，来,,ok,2
4647,涟,氵，连,,ok,2
4648,娑,沙，女,,ok,2
4649,涅,氵，圼,,ok,2
4650,涠,氵，围,,ok,2
4651,浞,氵，足,,ok,2
4652,涓,氵，肙,,ok,2
4653,浥,氵，邑,,ok,2
4654,涔,氵，岑,,ok,2
4655,浜,氵，兵,,ok,2
4656,浠,氵，希,,ok,2
4657,浣,氵，完,,ok,2
4658,浚,氵，夋,,ok,2
4659,悚,忄，束,,ok,2
4660,悭,忄，坚,,ok,2
4661,悝,忄，里,,ok,2
4662,悒,忄，邑,,ok,2
4663,悌,忄，弟,,ok,2
4664,悛,忄，夋,,ok,2
4665,宸,宀，辰,,ok,2
4666,窈,穴，幼,,ok,2
4667,剜,宛，刂,,ok,2
4668,诹,讠，取,,ok,2
4669,冢,冖，豖,,ok,2
4670,诼,讠，豖,,ok,2
4671,袒,衤，旦,,ok,2
4672,袢,衤，半,,ok,2
4673,祯,礻，贞,,ok,2
4674,诿,讠，委,,ok,2
4675,谀,讠，臾,,ok,2
4676,谂,讠，念,,ok,2
4677,谄,讠，臽,,ok,2
4678,谇,讠，卒,,ok,2
4679,屐,尸，彳，支,,ok,3
4680,屙,尸，阿,,ok,2
4681,陬,阝，取,,ok,2
4682,勐,孟，力,,ok,2
4683,奘,爿，士，大,,ok,3
4684,牂,爿，羊,,ok,2
4685,蚩,蚩,,ok,1
4686,陲,阝，垂,,ok,2
4687,姬,女，𦣝b,,变,2
4688,娠,女，辰,,ok,2
4689,娌,女，里,,ok,2
4690,娉,女，甹,,ok,2
4691,娲,女，呙,,ok,2
4692,娩,女，免,,ok,2
4693,娴,女，闲,,ok,2
4694,娣,女，弟,,ok,2
4695,娓,女，尾,,ok,2
4696,婀,女，阿,,ok,2
4697,畚,厶，大，田,,ok,3
4698,逡,夋，辶,,ok,2
4699,绠,纟，更,,ok,2
4700,骊,马，丽,,ok,2
4701,绡,纟，肖,,ok,2
4702,骋,马，甹,,ok,2
4703,绥,纟，妥,,ok,2
4704,绦,纟，条,,ok,2
4705,绨,纟，弟,,ok,2
4706,骎,马，彐，冖，又,,ok,4
4707,邕,巛，邑,,ok,2
4708,鸶,丝，鸟,,ok,2
4709,彗,丰，丰，彐,,ok,3
4710,耜,耒，㠯,,ok,2
4711,焘,寿，灬,,ok,2
4712,舂,，臼,,ok,2
4713,琏,王，连,,ok,2
4714,琇,王，秀,,ok,2
4715,麸,麦，夫,,ok,2
4716,揶,扌，耶,,ok,2
4717,埴,土，直,,ok,2
4718,埯,土，奄,,ok,2
4719,捯,扌，到,,ok,2
4720,掳,扌，虏,,ok,2
4721,掴,扌，国,,ok,2
4722,埸,土，易,,ok,2
4723,埵,土，垂,,ok,2
4724,赧,赤，𠬝,,ok,2
4725,埤,土，卑,,ok,2
4726,捭,扌，卑,,ok,2
4727,逵,坴，辶,,ok,2
4728,埝,土，念,,ok,2
4729,堋,土，朋,,ok,2
4730,堍,土，兔,,ok,2
4731,掬,扌，匊,,ok,2
4732,鸷,执，鸟,,ok,2
4733,掖,扌，夜,,ok,2
4734,捽,扌，卒,,ok,2
4735,掊,扌，咅,,ok,2
4736,堉,土，育,,ok,2
4737,掸,扌，单,,ok,2
4738,捩,扌，戾,,ok,2
4739,掮,扌，肩,,ok,2
4740,悫,壳，心,,ok,2
4741,埭,土，隶,,ok,2
4742,埽,土，帚,,ok,2
4743,掇,扌，叕,,ok,2
4744,掼,扌，贯,,ok,2
4745,聃,耳，冉,,ok,2
4746,菁,艹，青,,ok,2
4747,萁,艹，其,,ok,2
4748,菘,艹，松,,ok,2
4749,堇,堇,,ok,1
4750,萘,艹，奈,,ok,2
4751,萋,艹，妻,,ok,2
4752,菽,艹，叔,,ok,2
4753,菖,艹，昌,,ok,2
4754,萜,艹，帖,,ok,2
4755,萸,艹，臾,,ok,2
4756,萑,艹，隹,,ok,2
4757,棻,芬，木,,ok,2
4758,菔,艹，服,,ok,2
4759,菟,艹，兔,,ok,2
4760,萏,艹，臽,,ok,2
4761,萃,艹，卒,,ok,2
4762,菏,艹，氵，可,,ok,3
4763,菹,艹，氵，且,,ok,3
4764,菪,艹，宕,,ok,2
4765,菅,艹，官,,ok,2
4766,菀,艹，宛,,ok,2
4767,萦（縈）,𤇾，糸,,古,2
4768,菰,艹，孤,,ok,2
4769,菡,艹，函,,ok,2
4770,梵,林，凡,,ok,2
4771,梿,木，连,,ok,2
4772,梏,木，告,,ok,2
4773,觋,巫，见,,ok,2
4774,桴,木，孚,,ok,2
4775,桷,木，角,,ok,2
4776,梓,木，辛,,ok,2
4777,棁,木，兑,,ok,2
4778,桫,木，沙,,ok,2
4779,棂,木，灵,,ok,2
4780,啬,啬,,ok,1
4781,郾,匽，阝,,ok,2
4782,匮,匚，贵,,ok,2
4783,敕,束，攵,,ok,2
4784,豉,豆，支,,ok,2
4785,鄄,垔，阝,,ok,2
4786,酞,酉，太,,ok,2
4787,酚,酉，分,,ok,2
4788,戛,戛,,ok,1
4789,硎,石，刑,,ok,2
4790,硭,石，芒,,ok,2
4791,硒,石，西,,ok,2
4792,硖,石，夹,,ok,2
4793,硗,石，尧,,ok,2
4794,硐,石，同,,ok,2
4795,硇,石，囟,,ok,2
4796,硌,石，各,,ok,2
4797,鸸,而，鸟,,ok,2
4798,瓠,夸，瓜,,ok,2
4799,匏,夸，包,,ok,2
4800,厩,厂，既,,ok,2
4801,龚,龙，共,,ok,2
4802,殒,歹，员,,ok,2
4803,殓,歹，佥,,ok,2
4804,殍,歹，孚,,ok,2
4805,赉,来，贝,,ok,2
4806,雩,雨，亏,,ok,2
4807,辄,车，耳，乚,,ok,3
4808,堑,斩，土,,ok,2
4809,眭,目，圭,,ok,2
4810,眦,目，此,,ok,2
4811,啧,口，责,,ok,2
4812,晡,日，甫,,ok,2
4813,晤,日，吾,,ok,2
4814,眺,目，兆,,ok,2
4815,眵,目，多,,ok,2
4816,眸,目，牟,,ok,2
4817,圊,囗，青,,ok,2
4818,喏,口，若,,ok,2
4819,喵,口，苗,,ok,2
4820,啉,口，林,,ok,2
4821,勖,冒，力,,ok,2
4822,晞,日，希,,ok,2
4823,唵,口，奄,,ok,2
4824,晗,日，含,,ok,2
4825,冕,⺜，免,,ok,2
4826,啭,口，转,,ok,2
4827,畦,田，圭,,ok,2
4828,趺,⻊，夫,,ok,2
4829,啮,口，齿,,ok,2
4830,跄,⻊，仓,,ok,2
4831,蚶,虫，甘,,ok,2
4832,蛄,虫，古,,ok,2
4833,蛎,虫，厉,,ok,2
4834,蛆,虫，且,,ok,2
4835,蚰,虫，由,,ok,2
4836,蛊,虫，皿,,ok,2
4837,圉,囗，幸,,ok,2
4838,蚱,虫，乍,,ok,2
4839,蛉,虫，令,,ok,2
4840,蛏,虫，圣,,ok,2
4841,蚴,虫，幼,,ok,2
4842,啁,口，周,,ok,2
4843,啕,口，匋,,ok,2
4844,唿,口，忽,,ok,2
4845,啐,口，卒,,ok,2
4846,唼,口，妾,,ok,2
4847,唷,口，育,,ok,2
4848,啖,口，炎,,ok,2
4849,啵,口，波,,ok,2
4850,啶,口，定,,ok,2
4851,啷,口，郎,,ok,2
4852,唳,口，戾,,ok,2
4853,唰,口，刷,,ok,2
4854,啜,口，叕,,ok,2
4855,帻,巾，责,,ok,2
4856,崚,山，夌,,ok,2
4857,崦,山，奄,,ok,2
4858,帼,巾，国,,ok,2
4859,崮,山，固,,ok,2
4860,崤,山，肴,,ok,2
4861,崆,山，空,,ok,2
4862,赇,贝，求,,ok,2
4863,赈,贝，辰,,ok,2
4864,赊,贝，佘,,ok,2
4865,铑,钅，老,,ok,2
4866,铒,钅，耳,,ok,2
4867,铗,钅，夹,,ok,2
4868,铙,钅，尧,,ok,2
4869,铟,钅，因,,ok,2
4870,铠,钅，岂,,ok,2
4871,铡,钅，则,,ok,2
4872,铢,钅，朱,,ok,2
4873,铣,钅，先,,ok,2
4874,铤,钅，廷,,ok,2
4875,铧,钅，华,,ok,2
4876,铨,钅，全,,ok,2
4877,铩,钅，杀,,ok,2
4878,铪,钅，合,,ok,2
4879,铫,钅，兆,,ok,2
4880,铬,钅，各,,ok,2
4881,铮,钅，争,,ok,2
4882,铯,钅，色,,ok,2
4883,铰,钅，交,,ok,2
4884,铱,钅，衣,,ok,2
4885,铳,钅，充,,ok,2
4886,铵,钅，安,,ok,2
4887,铷,钅，如,,ok,2
4888,氪,气，克,,ok,2
4889,牾,牜，吾,,ok,2
4890,鸹,舌，鸟,,ok,2
4891,秾,禾，农,,ok,2
4892,逶,委，辶,,ok,2
4893,笺,⺮，戋,,ok,2
4894,筇,⺮，邛,,ok,2
4895,笸,⺮，叵,,ok,2
4896,笪,⺮，旦,,ok,2
4897,笮,⺮，乍,,ok,2
4898,笠,⺮，立,,ok,2
4899,笥,⺮，司,,ok,2
4900,笤,⺮，召,,ok,2
4901,笳,⺮，加,,ok,2
4902,笾,⺮，边,,ok,2
4903,笞,⺮，台,,ok,2
4904,偾,亻，贲,,ok,2
4905,偃,亻，匽,,ok,2
4906,偕,亻，皆,,ok,2
4907,偈,亻，曷,,ok,2
4908,傀,亻，鬼,,ok,2
4909,偬,亻，怱,,ok,2
4910,偻,亻，娄,,ok,2
4911,皑,白，岂,,ok,2
4912,皎,白，交,,ok,2
4913,鸻,行，鸟,,ok,2
4914,徜,彳，尚,,ok,2
4915,舸,舟，可,,ok,2
4916,舻,舟，卢,,ok,2
4917,舴,舟，乍,,ok,2
